"square_meters","bathrooms_number","lift","rooms_number","car_parking","condominium_fees","conditions","floor","heating_centralized","selling_price","fireplace","hydromassage","video_entryphone","terrace","security_door","tavern","optic_fiber","electric_gate","pool","tennis_court","alarm_system","attic","balcony","cellar","closet","reception","concierge","furnished","garden","exposure","window_glass","window_material","zona_new","year","total_floors","house_efficiency"
70,"1","yes","3","none",130,"excellent / refurbished","1","central",445000,"no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no",0,1,"no garden","other","other","other","monte rosa - lotto","Very Old",5,"Low"
90,"1","yes","2","garage/box",250,"good condition / liveable","4","central",330000,"no","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","no",0.5,0,"shared","single","other","wood","dergano","Very Old",4,"Low"
25,"1","yes","1","none",50,"excellent / refurbished","2","independent",198000,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no",0,1,"no garden","other","other","other","buenos aires","Very Old",5,"Low"
66,"1","yes","2","none",166,"excellent / refurbished","1","central",570000,"no","no","yes","no","yes","no","yes","no","no","no","yes","yes","yes","no","yes","no",1,0.5,"no garden","single","other","wood","sempione","Very Old",4,"Low"
124,"2","no","3","garage/box and shared",0,"new / under construction","ground floor","independent",695000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","no","no","no","no",0,0.5,"private","single","other","other","corvetto","Recent/New",2,"High"
80,"1","no","3","none",150,"to be refurbished","ground floor","independent",169000,"no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no",0,0,"no garden","double","other","other","chiesa rossa","Very Old",4,"Low"
55,"1","yes","2","none",125,"good condition / liveable","2","central",135000,"no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no",1,0,"shared","other","other","other","baggio","Old",5,"Low"
50,"1","yes","1","none",100,"excellent / refurbished","semi-basement","central",180000,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no",0,1,"shared","other","triple","other","san siro","Modern",8,"High"
95,"1","no","3","none",63,"good condition / liveable","2","independent",279000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","no",0,1,"no garden","double","other","wood","affori","Very Old",4,"Med"
45,"1","no","2","none",66,"excellent / refurbished","1","independent",329000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","no","yes","no","no",0,0.5,"no garden","double","other","other","tre castelli - faenza","Very Old",2,"Med"
50,"1","yes","2","none",100,"excellent / refurbished","ground floor","independent",295000,"no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no",0,0,"no garden","single","other","other","ghisolfa - mac mahon","Recent/New",5,"Med"
160,"3","yes","1","garage/box",125,"good condition / liveable","4","independent",2e+06,"no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no",0,0,"no garden","double","other","other","cascina merlata - musocco","Modern",4,"Low"
60,"1","yes","2","none",145,"good condition / liveable","6","central",228000,"no","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","no","no",0,0,"no garden","other","other","other","bovisa","Old",6,"Low"
66,"1","no","2","none",65,"excellent / refurbished","2","independent",245000,"no","no","no","no","yes","no","yes","no","no","no","no","no","yes","yes","no","no",0,0,"no garden","double","other","other","affori","Very Old",3,"Low"
88,"1","yes","3","none",270,"excellent / refurbished","3","central",695000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",0,0,"shared","single","other","other","buenos aires","Very Old",5,"Low"
100,"1","yes","3","none",150,"good condition / liveable","4","central",349000,"no","no","no","no","yes","no","yes","yes","no","no","yes","no","yes","no","yes","no",0,0,"no garden","double","other","other","san siro","Modern",6,"Low"
62,"1","yes","2","none",250,"other","2","central",760000,"no","no","yes","no","yes","no","no","yes","no","no","no","no","no","no","no","no",0.5,0,"no garden","single","other","other","duomo","Old",6,"Low"
111,"2","no","3","none",240,"excellent / refurbished","3","independent",1185000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","yes","no","yes","no",0,0.5,"no garden","double","other","wood","carrobbio","Very Old",3,"Low"
124,"2","yes","3","garage/box and shared",330,"good condition / liveable","3","central",370000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",1,0,"shared","double","other","other","certosa","Modern",4,"Low"
65,"1","yes","2","none",150,"excellent / refurbished","semi-basement","central",165000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","no","no",0,1,"shared","single","other","other","crescenzago","Modern",5,"Med"
50,"1","yes","2","none",140,"new / under construction","2","central",370000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","no","yes","no",0.5,1,"shared","other","other","other","sempione","Modern",7,"Med"
46,"1","yes","1","none",100,"good condition / liveable","5","central",255000,"no","no","yes","no","yes","no","no","yes","no","no","no","no","yes","no","no","no",0.5,0,"no garden","single","other","other","piazza napoli","Old",6,"Med"
85,"1","yes","3","none",269,"to be refurbished","3","central",298000,"no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no",0.5,0,"no garden","single","other","other","san siro","Modern",5,"Low"
52,"1","yes","2","garage/box",170,"to be refurbished","2","central",230000,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no",0,0,"no garden","single","other","other","turro","Modern",3,"Low"
168,"3","yes","4","none",367,"excellent / refurbished","5","central",1250000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","yes","yes","no","no",1,0.5,"no garden","double","other","other","plebisciti - susa","Modern",9,"Med"
55,"1","yes","2","none",125,"excellent / refurbished","ground floor","central",128000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","yes","yes","no",0,1,"no garden","double","other","other","san carlo","Old",4,"Low"
120,"2","yes","4","none",250,"to be refurbished","3","central",489000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","yes","yes","yes","no",0.5,0,"shared","double","triple","wood","argonne - corsica","Old",8,"Med"
67,"1","yes","3","none",150,"new / under construction","2","central",320000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","no","yes","no","no",0,0,"no garden","double","other","other","certosa","Recent/New",2,"High"
66,"1","yes","3","shared",166,"good condition / liveable","1","central",239000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","no",1,0,"no garden","double","other","wood","niguarda","Modern",6,"Low"
190,"2","yes","5","garage/box",900,"good condition / liveable","4","central",2050000,"no","no","no","no","yes","no","yes","yes","no","no","yes","no","yes","yes","yes","no",1,0.5,"no garden","double","other","wood","borgogna - largo augusto","Old",7,"Low"
35,"1","yes","1","none",90,"excellent / refurbished","3","central",170000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",0,1,"no garden","single","triple","other","dergano","Modern",6,"Low"
90,"1","yes","3","none",208,"good condition / liveable","7","central",250000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","no",0,0,"shared","double","other","other","gallaratese","Modern",14,"Low"
155,"2","yes","5","none",415,"excellent / refurbished","2","central",970000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",0.5,0.5,"shared","double","other","other","ticinese","Modern",6,"Low"
101,"1","yes","3","garage/box",350,"good condition / liveable","mezzanine","central",360000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","yes","yes","yes","no",0.5,0.5,"no garden","double","other","wood","piazzale siena","Old",3,"Low"
230,"2","yes","5","garage/box",167,"new / under construction","6","independent",2900000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","yes","no","no","no",0.5,0,"shared","double","triple","other","piave - tricolore","Recent/New",6,"High"
100,"2","yes","3","none",170,"excellent / refurbished","1","independent",625000,"no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no",0,1,"no garden","other","other","wood","isola","Very Old",3,"Med"
88,"2","no","3","shared",120,"excellent / refurbished","ground floor","independent",397000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","no","no","no","no",0,0,"private","single","other","other","crescenzago","Very Old",1,"High"
70,"2","yes","3","none",130,"excellent / refurbished","1","central",250000,"no","no","no","no","yes","no","yes","yes","no","no","yes","no","no","no","no","no",0.5,0,"no garden","other","other","other","corvetto","Modern",5,"Med"
68,"1","yes","2","none",200,"new / under construction","ground floor","central",531000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","no","no","no",0.5,0,"private","single","other","other","vercelli - wagner","Recent/New",3,"High"
95,"2","yes","3","none",185,"excellent / refurbished","mezzanine","central",385000,"no","no","yes","no","yes","no","no","yes","no","no","no","no","no","no","no","no",1,0.5,"no garden","double","other","wood","corvetto","Recent/New",7,"Med"
136,"3","yes","4","none",130,"new / under construction","2","independent",525000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","no","no","no","no",0.5,0,"shared","double","triple","other","quartiere adriano","Recent/New",7,"High"
136,"2","yes","5","garage/box",100,"excellent / refurbished","9","central",649000,"no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no",0,0,"shared","other","other","other","bignami - ponale","Recent/New",14,"High"
80,"1","yes","3","none",217,"good condition / liveable","1","central",240000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",1,0,"shared","other","other","other","viale ungheria - mecenate","Old",6,"Med"
47,"1","no","2","none",70,"excellent / refurbished","3","central",365000,"no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no",0,1,"no garden","other","other","other","paolo sarpi","Very Old",5,"Low"
51,"1","no","2","none",125,"excellent / refurbished","4","central",340000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","yes","no",1,0.5,"no garden","double","other","other","quadronno - crocetta","Old",4,"Low"
165,"3+","no","5","none",150,"excellent / refurbished","1","central",890000,"no","no","no","no","yes","no","yes","yes","no","no","yes","no","no","no","yes","no",0,1,"no garden","single","other","other","pezzotti - meda","Modern",2,"Low"
44,"1","yes","2","none",135,"good condition / liveable","5","central",215000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",0,1,"no garden","single","other","wood","giambellino","Old",6,"Low"
100,"1","yes","3","none",100,"good condition / liveable","ground floor","independent",165000,"no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no",0,0,"shared","single","other","other","ponte nuovo","Old",6,"Low"
145,"3","yes","4","none",250,"to be refurbished","4","central",890000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","yes","no",1,0,"no garden","double","other","other","porta romana - medaglie d'oro","Old",8,"Low"
148,"2","yes","4","none",417,"good condition / liveable","6","central",458000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","yes","no","yes","no",0.5,0,"no garden","double","other","other","certosa","Old",8,"Low"
65,"1","yes","2","none",0,"new / under construction","ground floor","central",275000,"no","no","yes","no","yes","no","yes","no","no","no","yes","no","no","no","no","no",0,0,"private","other","other","other","affori","Recent/New",1,"High"
110,"2","yes","3","none",200,"good condition / liveable","3","central",750000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no",0,0,"no garden","single","triple","other","washington","Very Old",5,"Low"
72,"2","yes","3","none",150,"excellent / refurbished","3","central",335000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","yes","yes","no","no",1,0.5,"shared","double","other","other","turro","Old",5,"Med"
72,"1","no","3","none",100,"good condition / liveable","3","independent",330000,"no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no",0,0,"shared","double","other","other","città studi","Very Old",4,"Low"
120,"2","yes","3","none",299,"good condition / liveable","1","central",660000,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no",0,1,"no garden","other","other","other","città studi","Very Old",7,"Low"
